repo,url,intentZh,intentEn,category,isDsh,language,tech,keyDeps,stars,forks,sizeBytes,sizeHuman,created,updated,license,openIssues,compat,cloned,needsReview,lists,signals
"BiBoyang/dsh-im-bridge","https://github.com/BiBoyang/dsh-im-bridge","DSH 插件：把 DeepSeek Harness 桥接到 IM（v0.1 微信/iLink；钉钉/飞书/Telegram 预留）。turn/approval 推送 + 远程批准/注入，持久去重/收敛分段/合并窗口。","dsh-im-bridge — DSH plugin (utility)","utility","yes","TypeScript","TypeScript, dsh-session, typescript, vite, esm, ts-build","@deepseek-ai/dsh-agent, @deepseek-ai/dsh-jobs, @deepseek-ai/dsh-llm, @deepseek-ai/dsh-scope, @deepseek-ai/dsh-session, @deepseek-ai/dsh-timeout, @deepseek-ai/dsh-user-approval","9","0","161493","158KB","2026-08-13","2026-08-13","unknown","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/dsh-agent; @deepseek-ai/dsh-jobs; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-scope; @deepseek-ai/dsh-session; @deepseek-ai/dsh-timeout; @deepseek-ai/dsh-user-approval; @deepseek-ai/cordis; readme-mentions-dsh"
"springbrand-lab/dsh-oauth-mcp-client","https://github.com/springbrand-lab/dsh-oauth-mcp-client","DeepSeek Harness 的 OAuth 2.1 流式 HTTP MCP 客户端插件。","OAuth 2.1 Streamable HTTP MCP client plugin for DeepSeek Harness.","tools","yes","TypeScript","TypeScript, react, typescript, vite, esm, ts-build","@deepseek-ai/schemastery","9","0","176390","172KB","2026-08-13","2026-08-14","MIT","0","unknown","yes","false","plugin","@deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-credentials; @deepseek-ai/dsh-client-connection; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-settings-plugins; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"Yuuz12/dsh-webui-auth","https://github.com/Yuuz12/dsh-webui-auth","WebUI 身份认证：HTTP/传输层强制登录（资源、插件 bundle、/api、WebSocket 四层防护），服务端会话 + HttpOnly Cookie。","Persistent auth plugin for DeepSeek Harness WebUI: enforce login at the HTTP/transport layer (resources, /api, WebSocket) — unbypassable vi…","ui","yes","JavaScript","JavaScript, esm","","9","0","92683","91KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; keyword-plugin; readme-mentions-dsh"
"WilliamLIiii/DeepSeek-Harness-billing-plugin","https://github.com/WilliamLIiii/DeepSeek-Harness-billing-plugin","DeepSeek Harness 计费插件：账户余额 + 按模型剩余任务估算，并在会话顶栏显示徽标","DeepSeek Harness billing plugin: account balance + per-model remaining-task estimator with a session-header badge","session","yes","TypeScript","TypeScript","","9","0","93679","91KB","2026-08-14","2026-08-15","MIT","0","unknown","yes","false","plugin","readme-mentions-dsh"
"liliuCourier/dsh-chat-outline","https://github.com/liliuCourier/dsh-chat-outline","对话栏左侧常驻大纲：快速定位每次 user 提问与最后 assistant 回复（DeepSeek Harness 插件）","A persistent outline on the left of the chat column: quickly locate each user question and the last assistant reply (DeepSeek Harness plugin).","tools","yes","JavaScript","JavaScript, esm","","9","0","8854323","8.4MB","2026-08-13","2026-08-14","MIT","1","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-ui-primitives; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-client-ui-conversation; @deepseek-ai/dsh-client-ui-layout; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"huahai0202/dsh-better-archive","https://github.com/huahai0202/dsh-better-archive","DeepSeek Harness（DSH）Web GUI 插件：带解档与删除功能的归档会话面板","DeepSeek Harness (DSH) web-GUI plugin: archived-session panel with unarchive & delete","session","yes","JavaScript","JavaScript, esm","","9","0","122690","120KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/cordis; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"kunjinkao-os/dsh-mobile-gui-agent","https://github.com/kunjinkao-os/dsh-mobile-gui-agent","DeepSeek Harness 的 Android 移动端 GUI 智能体插件，带 ADB 控制、迭代验证、审批与 Web 移动视图","Android Mobile GUI Agent plugin for DeepSeek Harness with ADB control, iterative verification, approvals, and a Web mobile view","orchestration","yes","JavaScript","JavaScript, dsh-tools, dsh-session, react, typescript, esbuild, vite, esm, ts-build","@deepseek-ai/schemastery","9","0","1803308","1.7MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-agent; @deepseek-ai/dsh-agent-loop; @deepseek-ai/dsh-api-remotes; @deepseek-ai/dsh-attachment; @deepseek-ai/dsh-brand; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-conversation; @deepseek-ai/dsh-client-ui-primitives; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-session; @deepseek-ai/dsh-subprocess; @deepseek-ai/dsh-subprocess-local; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; @deepseek-ai/dsh-typert-protocol; @deepseek-ai/dsh-user-approval; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"fly233338/dsh-overleaf","https://github.com/fly233338/dsh-overleaf","通过 OverleafMCP 与 MCP 工具把 Overleaf 项目接入 DeepSeek Harness（DSH）。","Connect Overleaf projects to DeepSeek Harness (DSH) through OverleafMCP and MCP tools.","tools","yes","JavaScript","JavaScript, esm","","9","0","15738","15KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/dsh-mcp-client; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"xmanrui/dsh-feishu","https://github.com/xmanrui/dsh-feishu","通过扫码把飞书机器人接入DeepSeek Harness","Connect a Feishu bot to DeepSeek Harness via QR scan.","utility","yes","JavaScript","JavaScript, esbuild, esm","","9","0","804775","786KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; readme-mentions-dsh"
"jiezeng2004-design/dsh-requirements-alignment","https://github.com/jiezeng2004-design/dsh-requirements-alignment","DeepSeek Harness 的轻量需求对齐——在执行前对齐关键决策，无需完整规格工作流。","Lightweight requirement alignment for DeepSeek Harness — align important decisions before execution without a full spec workflow.","session","yes","TypeScript","TypeScript, dsh-session, typescript, esm, ts-build","@deepseek-ai/cordis, @deepseek-ai/dsh-commands, @deepseek-ai/dsh-llm, @deepseek-ai/dsh-session, @deepseek-ai/dsh-system-prompt, @deepseek-ai/dsh-tool-ask-user, @deepseek-ai/dsh-user-questions","9","0","241129","235KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-commands; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-session; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tool-ask-user; @deepseek-ai/dsh-user-questions; @deepseek-ai/dsh-agent; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"Cassius0924/dsh-usage-dashboard","https://github.com/Cassius0924/dsh-usage-dashboard","DeepSeek 额度与用量仪表盘 — DSH (DeepSeek Harness) 动态 Cordis 插件","A DeepSeek quota and usage dashboard — a dynamic Cordis plugin for DSH (DeepSeek Harness).","tools","yes","TypeScript","TypeScript, react, typescript, esbuild, esm, ts-build","","9","1","406743","397KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; readme-mentions-dsh"
"LeemanCheung/dsh-task-dag","https://github.com/LeemanCheung/dsh-task-dag","DeepSeek Harness 子智能体与工作流的持久实时 DAG 可视化","Persistent live DAG visualization for DeepSeek Harness subagents and workflows","orchestration","yes","JavaScript","JavaScript, react, esm","","9","0","183116","179KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-conversation; @deepseek-ai/dsh-client-ui-primitives; @deepseek-ai/dsh-client-ui-workflow-run; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"PAKIKNOWLEDGE/dsh-client-ui-skin-claude","https://github.com/PAKIKNOWLEDGE/dsh-client-ui-skin-claude","DeepSeek Harness（dsh）Web GUI 的 Claude 风格皮肤——暖黑画布、Anthropic 陶土强调色、衬线 UI","Claude-style skin for DeepSeek Harness (dsh) Web GUI — warm-black canvas, Anthropic clay accent, serif UI","ui","yes","JavaScript","JavaScript, esm","","9","0","698952","683KB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","plugin","cordis.patch.yml; readme-mentions-dsh"
"Saktawdi/ha-orchestrator","https://github.com/Saktawdi/ha-orchestrator","DeepSeek Harness（dsh）动态 Cordis 插件：模型高可用回退 + 子智能体编排（HA failover + orchestrate subagents）","A dynamic Cordis plugin for DeepSeek Harness (dsh): model high-availability failover + subagent orchestration.","orchestration","yes","JavaScript","JavaScript, esm","","9","0","2641461","2.5MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","@deepseek-ai/cordis; @deepseek-ai/dsh-tools; @deepseek-ai/dsh-typert-protocol; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-api-remotes; readme-mentions-dsh"
"GLFzr/dsh-drop-file-to-path","https://github.com/GLFzr/dsh-drop-file-to-path","DSH 拖拽文件转路径插件：Codex 式拖拽，路径自动插入输入框（Drop File to Path for DeepSeek Harness）","A DSH drag-file-to-path plugin: Codex-style dragging, with the path auto-inserted into the input box (Drop File to Path for DeepSeek Harness).","tools","yes","JavaScript","JavaScript, esm","","9","0","46604","46KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; readme-mentions-dsh"
"hazyumps/deepseek-v4-flash-gb10","https://github.com/hazyumps/deepseek-v4-flash-gb10","2x NVIDIA GB10 部署 DeepSeek-V4-Flash 配方","Serve DeepSeek-V4-Flash on 2x GB10 recipe","tools","no","Python","Python","","9","1","64527","63KB","2026-05-30","2026-08-13","NOASSERTION","1","unknown","yes","false","watch",""
"Owen718/FlashCoder","https://github.com/Owen718/FlashCoder","面向 DeepSeek 模型的简单 harness","Simple harness for DeepSeek models","orchestration","no","TypeScript","TypeScript, typescript, esm, ts-build","","9","1","8445467","8.1MB","2026-08-10","2026-08-14","MIT","1","unknown","yes","false","watch",""
"lhmd/dsh-promotion-toolkit","https://github.com/lhmd/dsh-promotion-toolkit","把你的任何想法，变成每个平台原生的宣发内容 | Turn any idea into platform-native publicity","dsh-promotion-toolkit — DSH plugin (utility)","utility","yes","JavaScript","JavaScript, esm","","9","0","454404","444KB","2026-08-13","2026-08-14","MIT","0","unknown","yes","false","watch,watch","cordis.patch.yml; @deepseek-ai/dsh-tools; cordis-dep:cordis; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"PerryLink/dsh-checkpoint-rewind","https://github.com/PerryLink/dsh-checkpoint-rewind","dsh-checkpoint-rewind — DSH 插件（其他）","Claude Code /rewind for DeepSeek Harness — git-first workspace snapshots before every mutation, turn-boundary session forks, one-shot /rewi…","utility","yes","JavaScript","JavaScript, dsh-session, esm","","9","0","421562","412KB","2026-08-13","2026-08-14","Apache-2.0","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-commands; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-session; @deepseek-ai/dsh-session-projection; @deepseek-ai/dsh-storage; @deepseek-ai/dsh-storage-domain; @deepseek-ai/dsh-storage-json; @deepseek-ai/dsh-user-questions; @deepseek-ai/schemastery; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"GoalfyAI/goalfydata","https://github.com/GoalfyAI/goalfydata","面向 AI 智能体与授权团队的共享数据后端。","A shared data backend for AI agents and authorized teams.","session","no","Shell","Shell","","9","0","3980191","3.8MB","2026-07-06","2026-08-14","Apache-2.0","0","unknown","yes","false","watch",""
"ginuim/multi-screen-wireframe","https://github.com/ginuim/multi-screen-wireframe","用 canvas 加演示导航离线生成多屏线框图，零 Node/npm 依赖。","Generate offline multi-screen wireframes with canvas + demo navigation. Zero Node/npm.","ui","no","JavaScript","JavaScript, playwright, esm","","9","2","29776483","28.4MB","2026-08-05","2026-08-15","unknown","0","unknown","yes","false","watch",""
"inmny/dsh-git-bash","https://github.com/inmny/dsh-git-bash","(无描述)","(no description)","tools","yes","C++","C++, dsh-tools, typescript, esm, ts-build","@deepseek-ai/schemastery","9","0","1049885","1.0MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-agent; @deepseek-ai/dsh-bash-local; @deepseek-ai/dsh-sandbox; @deepseek-ai/dsh-sandbox-local; @deepseek-ai/dsh-sandbox-policy; @deepseek-ai/dsh-sandbox-windows-acl; @deepseek-ai/dsh-shell; @deepseek-ai/dsh-subprocess-local; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; keyword-plugin; readme-mentions-dsh"
"sanshanya/better-model-provider","https://github.com/sanshanya/better-model-provider","DeepSeek Harness 的逐模型能力声明：推理强度档位（线缆拼写）+ 请求模态（视觉），面向 OpenAI 兼……","Per-model capability declaration for DeepSeek Harness: reasoning-effort levels (wire spellings) + request modalities (vision) for OpenAI-compatible providers. Settings section, zero runtime harness deps, no YAML.","utility","yes","TypeScript","TypeScript, react, puppeteer, typescript, esbuild, vite, esm, ts-build","@deepseek-ai/schemastery","9","0","395451","386KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/schemastery; @deepseek-ai/dsh-api-remotes; readme-mentions-dsh"
"FuRongJun-1999/CommonTrustProtocol","https://github.com/FuRongJun-1999/CommonTrustProtocol","Common Trust Protocol (CTP) 共同信任协议 | Intelligentics 智能论，研究智能系统存续的底层结构条件","Common Trust Protocol (CTP) | Intelligentics — researching the underlying structural conditions for the survival of intelligent systems.","tools","yes","Python","Python","","9","0","2272881","2.2MB","2026-07-24","2026-08-14","CC0-1.0","0","unknown","yes","false","watch","readme-mentions-dsh"
"Hotsteel2901/dsh-client-ui-mobile-adapt","https://github.com/Hotsteel2901/dsh-client-ui-mobile-adapt","为你手中的手机重新打造的 DeepSeek Harness Web 界面。面向在 Android Termux 上写代码的开发者：单栏布局……","Your DeepSeek Harness web UI, rebuilt for the phone in your hand. Built for developers who code in Termux on Android: single-column layout, sidebar drawer, one-line composer, fullscreen scrollable settings & trajectory details, tap-to-open session stats. Desktop untouched.","utility","yes","JavaScript","JavaScript, esm","","9","0","28415","28KB","2026-08-14","2026-08-15","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-client-ui-layout; @deepseek-ai/dsh-client-locale; @deepseek-ai/cordis; readme-mentions-dsh"
"gtaifu/dsh-wechat-bridge","https://github.com/gtaifu/dsh-wechat-bridge","DeepSeek Harness（dsh）传输插件：通过腾讯官方 iLink 机器人 API 在微信上与智能体对话——零运行时依赖，无需 OpenCla……","DeepSeek Harness (dsh) transport plugin: chat with your agents on WeChat via official Tencent iLink bot API — zero runtime deps, no OpenClaw, QR-code login, one friend = one persistent agent session.","utility","yes","JavaScript","JavaScript, esm","","9","0","151801","148KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","keyword-plugin; readme-mentions-dsh"
"Relistencode/dsh-extension-hub","https://github.com/Relistencode/dsh-extension-hub","管理 DSH 技能与 MCP 服务：命令行 + 设置页界面，支持中英文、Claude/Codex 导入与更新检查。","Manage DSH skills and MCP servers: CLI + settings-page UI with zh/en i18n, Claude/Codex import, and update checks.","utility","yes","JavaScript","JavaScript, esm","@deepseek-ai/dsh-typert-protocol","9","0","316998","310KB","2026-08-14","2026-08-15","MIT","0","unknown","yes","false","watch","@deepseek-ai/dsh-typert-protocol; keyword-plugin; readme-mentions-dsh"
"kuangre123/deepseek-harness-mac","https://github.com/kuangre123/deepseek-harness-mac","DeepSeek Harness 原生 macOS 包装器：内置 Node.js 运行时、Keychain API Key 设置、一键启动。","Native macOS wrapper for DeepSeek Harness with bundled Node.js runtime, Keychain API key setup, and one-click launch.","utility","yes","Swift","Swift","","9","0","","","2026-08-19","2026-08-19","MIT","0","unknown","no","false","plugin","readme-mentions-dsh"
"Angel2518975237/deepseek-harness-hello-kitty-suite","https://github.com/Angel2518975237/deepseek-harness-hello-kitty-suite","粉色 Hello Kitty 主题皮肤 + 任务完成/提问提醒插件（Sweetheart Workspace 体验）。","Pink Hello Kitty theme skin plus task-completion / question reminders for DeepSeek Harness.","skin","yes","JavaScript","JavaScript","","9","0","","","2026-08-23","2026-08-23","MIT","0","unknown","no","false","plugin","readme-mentions-dsh"
